Word,Replacement
caueresfeld,cauersfeld
interceperit,interceperat
ueneratoribus,ueneratioribus
horningeton,hornington
guarenboluila,guarenboluil
poselingewrte,poselingwrte
kinewaldgraues,kinewaldgraue
bimanescoug,bimanescouge
institerit,instituerit
cliuelandam,cliuelanda
inordinatus,inordinatas
acquitauerunt,acquietauerunt
perhiberet,perhiberent
difidentiam,difidentia
necesitatum,necesitatem
sustinuerim,sustinuerit
costantiis,constantiis
foderinghei,foderingheia
frismarais,frisemarais
ualitudinaria,ualitudinarii
extinguerentur,extingueretur
intimauerant,intimauerint
intimauerunt,intimauerint
productionibus,prodictionibus
inprobitatem,inprobitate
fodringhei,foudringhei
garentizandum,garantizandum
precidentes,precidente
warantabimus,warentabimus
irnperpetuum,inperpetuum
ascentione,ascentionem
rieualenis,rieualensis
guarentizabit,garentizabit
pernoctauerit,pernoctauerint
prosternabatur,prosternabantur
ierosolitani,ierosolitane
kinildewrda,kinildewrde
kinildewurde,kinilewurde
salesburia,salesburiam
poslingewurde,poslingewrde
superhabundet,superabundet
superabundat,superabundet
desponsalibus,responsalibus
resuscitetur,resuscitentur
donecastriam,donecastram
hospitabitur,hospitabimur
stikingeland,stikinggeland
wintonienei,wintoniensi
pertinendam,pertinenda
alnodeston,alnodestone
inhabitandos,inhabitandis
delinquerint,deliquerint
wicingeset,wicingesete
otringehite,otringehide
norbarsham,nordbarsham
nortbarsham,nordbarsham
bilingford,bilingeford
haringeshag,raringeshag
sudwiciensem,sudwicensem
bercleswic,berceleswic
infirmatorii,infirmatoria
infirmatoriam,infirmatoria
winskesleia,winkesleia
licesfedensis,licesfeldensis
defuncteque,defunctoque
presumebant,presumebat
lamberherste,lamberhersta
glowcestriensi,glowecestriensi
glowecestrie,glouecestrie
keteringeham,keteringham
marianensis,marganensis
warewicshira,warewicshire
predominata,prenominata
acquisitionum,acquisitionem
noramtonie,norhamtonie
purcaciandas,purcaciandam
ingelramnum,ingelranum
impeditionem,impeditione
transferandam,transferendam
mitigauimus,mitigabimus
mesnilhermer,meisnilhermer
spareweseie,sparweseie
lincoiniensi,lincolniensi
conuetrensis,conuentrensis
comunicamus,comuniamus
saresburiensium,saresbiriensium
saresburiensibus,saresbiriensibus
fridaistrat,fridaistrate
frideistrate,frideistrete
fridaistrete,frideistrete
representarunt,representabunt
malignantis,malignanti
adquietandas,adquietanda
adquietandam,adquietanda
descenderint,descenderat
descenderunt,descenderent
descenderant,descenderent
karitatibus,caritatibus
langelandes,langelande
interponentes,interponente
redundatione,redundationem
infanghenteof,infangenteof
rouecestrenst,rouecestrensi
sturministre,sturministr
esturministre,sturministr
humfraiuile,humfrauile
protomartir,protomartiri
wiueleshiete,wiueleshete
lingefurlong,linefurlong
ierosolomitane,ierosolomitani
ierosolomitano,ierosolomitani
nicoliminus,nicolominus
hardingeswed,hardingeswede
britbeuebrige,briteuebrige
preasignato,presignato
redundabant,redundabat
fildinggate,fildingate
stodfalgile,stodfaldgile
welpestanes,hwelpestanes
aportauerint,asportauerint
litigationis,litigationes
wincelecumbe,wincelcumbe
waxtunesam,waxtunesham
renouauimus,renouabimus
flesmangerestret,flesmangurestret
herbergarie,herbergerie
disrationauimus,dirationauimus
cicetrensi,cicestrensi
estdonilande,westdonilande
coniusticiariis,coniusticiarii
pouelington,pokelington
conitionem,conditionem
curlintone,curtlintone
curdlintone,curtlintone
teokesburiam,teokesburia
districtioris,districtionis
precipitare,precipitarem
windleshoram,windlesoram
warantizandi,warantizanda
tademarlona,tademartona
cedelintone,cudelintone
beneualente,beneualete
exsequeremur,exequeremur
norhamtoniensi,norhamtonensi
hauekebiria,hauekeberia
couentrenci,couentrensi
alfredesfeld,aluredesfeld
haueringlond,haueringelond
poselingewurte,poselingeworte
acquiescatis,adquiescatis
dogmerefeld,dogmeresfeld
responsuram,responsurum
cestrishiria,cestrishira
pangebourne,pangeburne
hauekescurc,hauekescirc
hauekescerc,hauekescerce
palmentarium,parmentarium
brerfurlong,brerifurlong
braderesforlonge,braderesforlong
beterintona,beterinton
pokelescurce,pokelescurc
testificantis,testificantes
clerekenwl,clerekenwel
comfirmatur,confirmatur
excolerunt,excoluerunt
sitlington,sitlingtona
herfordiensis,herfordensis
warectabunt,waretabunt
huntingfelde,huntingfeld
impenderitis,inpenderitis
respiciencia,respicientia
contientie,continentie
intruserunt,intruserint
esterlinggorum,esterlingorum
esterlinghorum,esterlingorum
conductionibus,condictionibus
elaborabimus,laborabimus
dispensatorum,dispensatorem
dispensaturum,dispensatorem
colecestren,colecestre
interponitam,interpositam
confirmaturum,confirmaturam
dereinauerunt,deregnauerunt
wlfrunhampton,wlfrunhamton
cunstantiis,constantiis
precipitantur,precipitanter
wirecestresir,wirecestresire
skitfletdic,skitfledic
staldingbura,staldingburga
pitelingeheg,pitelingehege
langeberhe,langeberghe
scitelington,shitelington
adhelmerton,adelmerton
horningetoft,horningtoft
huntigefeud,huntingefeud
huntingfeud,huntingefeud
scelfhangre,selfhangre
estburcedune,estburcedun
remandendam,remanendam
westpersolte,westspersolte
inualitudinem,inualitudine
inualetudine,inualitudine
superanati,superanuati
ferningeham,fernigeham
betleshengre,betleshangre
mulecrofte,mulnecrofte
calumpniarum,calumpniatum
wridelesford,wridlesford
wridlisford,wridlesford
miskeningge,miskeninge
arciepisopi,arciepiscopi
arciepisope,arciepiscopi
dispositorem,dispositore
cestresiriam,cestresiria
recongnitioni,recongnitione
soutreinham,sutreinham
excercitum,excercitium
dorobornensi,dorobornensis
wlfrenehampton,wlfrenehamton
blawatbgile,blawatgile
sandisfordrift,sandifordrift
seinuragiis,seinuragios
percipendas,percipiendas
percipuendas,percipiendas
percipendam,percipiendas
confuetudine,consuetudine
descenderit,descenderat
ampliauerint,ampliauerant
ampliauerim,ampliauerit
berengerium,berengerius
extorsione,extorsiones
extorsionem,extortionem
staminariarum,stamnariarum
intentiores,intentiones
transferendis,transferendi
mapeldurefeld,mapeldrefeld
amensuratione,admensuratione
admensurationem,admensuratione
netelscakebec,notelscakebec
subnominatis,subnominatas
godlesburc,godelesburc
godelesburg,godelesburc
braunceton,brauncetoun
carletonerode,carletonrode
ingolestorp,ingoldestorp
hafketelestoft,hafketelestofto
hildeuertus,hildebertus
solemnitati,solemnitate
saresberensis,saresberiensis
sareberensis,saresberiensis
testelinges,gestelinges
formidarent,formidasent
discuciendam,discutiendam
refundentur,refundantur
refundatur,refundantur
refunduntur,refundantur
comorabitur,comorabatur
nortdalton,nortdaltona
whitingeheim,witingeheim
montiforti,montifortis
leministriam,leoministriam
utfongentef,utfangentef
goldstaneston,galdstaneston
inplacitasem,inplacitase
subdecanatum,subdecanatu
perlingeford,merlingeford
stokenecirc,stokencirc
excusatoria,excusatorias
conueniendis,conueniendi
denuntiati,denuntiatis
denuntiasemus,denuntiaremus
doggisheuid,doggisheued
fretesenta,fretesentam
fretesantam,fretesentam
proditione,proditionem
liuingelburne,liuingeburne
liuingesburn,leuingesburn
liuingeburn,liuingeburne
batriceseia,patriceseia
significandi,significanda
significando,significanda
adiungendos,adiungendus
adiungendo,adiungendus
adiungendis,adiungendus
pretermiserint,pretermiserit
sturmenistr,esturmenistr
wiuelington,siuelington
dunfermelin,dunfermlin
euocauerant,uocauerant
suplusagio,surplusagio
utfangenteof,utfangentef
eboracscire,eboraciscire
winleshores,windeshores
preteritero,preteriero
excusauerit,excusauerint
horningesherde,horningesherte
horningeshert,horniggeshert
hildoluestune,hildoluestun
mudelintone,cudelintone
quitancias,quietancias
predictorura,predictorurn
adnicilabatur,adnicilabitur
hokenertone,hokenertona
cadelinton,cadelintone
denariatarum,denaratarum
pretermitit,pretermisit
pretermiti,pretermisit
pretermitet,pretermisit
swanescampe,swanescamp
caumpaigne,caumpaingne
arcediacano,arcidiacano
hilderskelf,hilderkelf
definiendam,difiniendam
scadweledal,scadweldal
ingoldistorp,ingoldestorp
ilsingtone,bilsingtone
cantimerula,cantimerul
sarisburensi,sarisburiensi
sariburiensi,sarisburiensi
prestaturum,prestiturum
comunicauimus,comunicabimus
colecestere,colecestre
alexandriam,alexandria
quietasclamauerunt,quietaclamauerunt
ordlauestun,ordlaueston
lulingeston,lilingeston
sarebiriensi,saresbiriensi
inplicitentur,inplacitentur
sententiauerint,sententiauerunt
hangendelonde,hangedelonde
hanghedelonde,hangedelonde
implacitabit,implacitauit
dimidiauimus,dimidiabimus
kideminstr,kideministr
preuiderunt,prouiderunt
quietamclamaui,quietumclamaui
confederate,confederati
mapelderham,mapulderham
rikeueleci,ridkeueleci
suuinesheued,suinesheued
anunciauerit,nunciauerit
sareberiensis,saresberiensis
sareburiensis,saresberiensis
bernigeham,berningeham
cognoscendus,cognoscendum
ambresbirie,ambresbiri
deaforestantur,deaforestentur
confirmarat,confirmaret
preceptorias,preceptoris
demandabatur,demandabitur
tractabitur,tractabatur
replegientur,replegiantur
excomunicetis,excomunicatis
wintoniens,wintoniensi
peremptoriis,peremptorius
peremptorias,peremptorius
reuocauerunt,reuocauerint
lilineston,lilingeston
sarisbirias,saresbirias
broughtonam,broghtonam
lawerkeston,lauerkeston
kenilewurte,kenilewurt
arcidaconis,arcidiaconis
dirdemanesmere,cirdemanesmere
pauperitate,paupertate
requiserunt,requisierunt
dimidiatur,dimidiantur
subiiciantur,subiciantur
premonstratam,premonstratum
coadiutorum,coadiutorem
deportandos,deportando
delinquente,delinquentes
delinquentem,delinquentes
delinquent,delinquentes
delinquenta,delinquentes
presentendas,presentandas
minstraturo,ministraturo
andegauiensi,andegauensi
silwebregg,silwebregge
gosberdcirc,gosberdkirc
arbitrationi,arbitrationis
bradestrate,bradstrate
roberdiscroft,robardiscroft
halildtoft,hailildtoft
sceningefeld,sceninggefeld
stapelebrigg,stapelbrigg
blakericescroft,blakericecroft
wasingeburge,wasingeburg
malesmainus,malesmains
contigencia,contingencia
superonerentur,superoneretur
shireborne,shirebourne
renuntiationibus,denuntiationibus
denunciationibus,denuntiationibus
intentioni,intentionis
carleolens,carleolensi
superanuatos,superanatos
imparcauerunt,imparcauerint
deuoniensis,deuonensis
denunciarent,denuntiarent
conuictione,conuictionem
iniungendis,iniungendi
inpertiendo,impertiendo
westrincton,westrington
giseburnensis,gisburnensis
giseburnia,giseburniam
puntdelharce,puntdelarce
cleuelandie,cliuelandie
cleuelande,cliuelandie
controuuersias,controuersias
presentaturus,presentaturis
significauerit,significauerat
semperingham,sempringham
capentarium,carpentarium
stiwordecroft,stiwordcroft
perueniende,perueniente
formantibus,firmantibus
stanweisdore,stanweiesdore
tredricligate,tredriclidgate
promulgaremus,promulgasemus
eineshamie,eigneshamie
carleolensis,karleolensis
fefamentorum,feofamentorum
acomodationem,acomodatione
acomodationes,acomodatione
emingestun,hemingestun
scepesheued,cepesheued
acestilesmede,acetilesmede
cringeldic,cringeldick
interpolatim,interpolatio
interpolatis,interpolatio
sextadecime,sextadecima
inparcatura,imparcatura
hogenortone,hokenortone
kauntebrigg,kauntebrigge
bishopston,bishopiston
bishopestone,bishopstone
desponsaret,desponsaset
taciturnitatis,taciturnitati
reuerantur,reuertantur
reuerentur,reuertentur
salopesbiriensi,salopesberiensi
quadrigenta,quadrigena
requirebunt,requirebant
prestititis,prestitistis
prestitutis,prestatutis
recederetur,receperetur
fridewidam,frideswidam
salopesbiria,salopesberia
burgcestude,burghestude
optinisent,optinuisent
sortecroft,stortecroft
scortecroft,stortecroft
welinghouer,welingouer
custodiretur,custodietur
descendentam,descendentem
quadragintis,quadragintas
uentilantur,uentilatur
uentiletur,uentilentur
defesionem,defensionem
scoureburgh,skoureburgh
inplacitant,inplacitent
stuntesfeld,stuntesfelde
adiuxerimus,adiunxerimus
brentingham,brantingham
fragilioris,fragiliores
compromitendum,compromitendam
confrariam,confratriam
sufitientem,suficientem
satisfaciendis,satisfaciendi
trecingorum,tretingorum
uenerationum,uenerationem
implacitaretur,implacitarentur
wrastelingworte,wrastlingworte
consignetur,consignatur
abricensis,abrincensis
arcidiaconaum,arcidiaconum
huntindonam,huntendonam
subrogationem,subrogatione
andegauienses,andegauenses
hokenortane,hokenortone
adiunxtione,adiunctione
relaxauerit,relaxauerint
profectiones,profectione
profectionem,protectionem
wlgariscote,wlgaricote
meidenestan,maidenestan
competierint,competierunt
brasiatores,braciatores
sumnoniantur,sumoniantur
conprobantur,comprobantur
confouendum,confluendum
inbladatam,inbladiatam
inbladiata,inbladiatam
combinatione,cominatione
acidiaconali,arcidiaconali
altercationum,altercationem
compostione,compositione
propritarii,proprietarii
circumscriptio,circumscripto
brakenetait,brakenetwait
suspendendo,suspendendi
culingwurte,culingwurt
incumbrare,incumberare
adbrictone,eadbrictone
uerxelensis,uercelensis
wasingtone,wasingetone
siremanebur,siremanebure
werministr,werministre
saresburiens,saresburiensi
clauserius,clauserimus
perciperit,perciperint
inparcetur,inparcentur
dampnificatis,dampnificatus
superindicta,superinducta
itineranti,itinerantis
dirationauerat,disrationauerat
uisitasemus,uisitaremus
precipemus,precipiemus
kibaldestrate,kibaldestrete
pecunarias,pecuniarias
feudotarii,feudotariis
feudatariis,feudotariis
feodotariis,feudotariis
walmegerston,walmegarston
iustitario,iustitiario
tucemarceaud,tucematceaud
impignoratio,impigneratio
dampnificetur,dampnificemur
substituentur,substituetur
confraternitate,confraternitatem
estoniland,estonilanda
franckelani,franckelano
frankelani,franckelano
aurifabria,aurifaberia
perquisitionis,perquisitiones
cirogafatum,cirografatum
watlingstrete,watlingistrete
biscopesdon,biscopeston
bisopesdon,biscopeston
basingborne,basingburne
kirkoswald,kirkosewald
ducenticimo,ducentisimo
stipendiariorum,stipendiarorum
concesisionis,concessionis
procuatore,procuratore
bricliswrte,briciswrte
licitationem,limitationem
wlfricecroft,wlfricescroft
grenestret,grenestrete
sequestraui,sequestrauit
holensendresden,holesendresden
brerefurlong,brerifurlong
iusticarii,iusticiarii
excepiones,exceptiones
interliniarum,interlinearum
estimauerit,estimauerint
estimauerunt,estimauerint
ingredientis,ingredienti
ingredientes,ingredientem
recepientibus,recipientibus
couentriensi,couentrensi
licefeldiensi,licefeldensi
lutekeslake,lutokeslake
putemeresdic,potemeresdic
iuredictionem,iuridictionem
couentrene,couentrense
brandestone,bradestone
postponendo,postponendi
septingenta,septingentas
septinginta,septingentas
ministrauerant,ministrauerint
silhamstude,silhamstede
cutilagiis,curtilagiis
rauclingham,rauelingham
arcideaconum,arcidiaconum
proibitione,prohibitione
refugabuntur,efugabuntur
quietumclamo,quietumclam
pentcostem,pentecostem
falcauerunt,falcauerant
adunauerat,adunauerant
aduoauerant,adunauerant
compensanda,compensando
congnoscentes,cognoscentes
preferantur,proferantur
referantur,proferantur
preferuntur,proferantur
proiiciatur,proficiatur
proiciatur,proficiatur
garulitatem,garulitate
prouinciale,prouinciales
prouincialem,prouinciales
suhamptonie,suhamptone
uinterburne,winterburne
presumptor,presumptore
presumptorem,presumptore
ledbreston,ledbrestona
imparcabantur,imparcabuntur
grandalesicet,grandalesice
inpignorabit,inpignorauit
adquietamus,acquietamus
saxinherst,saxingherst
sirograpati,cirograpati
wenhaueston,wenhauestun
reelegerunt,preelegerunt
bernardeshame,bernardesham
comoraturis,comoraturus
comoraturum,comoraturus
persequiendum,persequendum
warentezatio,warentizatio
pentcostes,pentecostes
ilketeshale,ilketeshal
hospitationis,hospitationes
baldeshild,baldeshilde
lodingtone,londingtone
suineheued,suinesheued
desponsauerat,desponsauerit
asignauiset,asignauise
cantuarensi,cantuariensi
premunirent,premunient
quieteclamationem,quietaclamationem
reedificent,reedificet
locutionibus,locationibus
episcopati,episcopatui
canilationi,cauilationi
difintionis,difinitionis
procedebant,procedebat
preficiendis,preficiendi
subiacerint,subiecerint
suportetur,subportetur
suportantur,suportatur
comendandus,comendandum
contumatium,contumatiam
burwardeston,burwardestone
institutendum,instituendum
compostandam,compostandas
reidesdale,reidhesdale
magnanimitate,magnanimitatem
capacitate,capacitatem
castelacre,castelacrex
insituendum,instituendum
descendise,descendisem
descendiset,descendisem
celbautone,celebautone
fritesuite,fritesuuite
hertlington,hertlinton
destinarint,destinarunt
boceleimore,boceleimora
stepelbartona,stepelbertona
irecestria,wirecestria
kenelescomb,kenelescombe
apruwiamentis,apruiamentis
dingnitate,dingnitatem
minstrantis,ministrantis
componentem,componentes
componente,componentes
lafrigorst,lafridgorst
hildeburga,hildeburgam
mestilionis,mistilionis
lineminstre,lineminstr
whitingham,whitringham
pecantibus,precantibus
dunholmens,dunholmensi
temptationi,temptatione
exheredantur,exheredentur
exheredetur,exheredentur
superdictus,superdictis
recuperandis,recuperandas
recognouisent,recognouiset
excrescentem,excrescentes
beueresford,beuerisford
caueriswele,cauerswele
transportaset,transportase
legatoriorum,legatariorum
heuelandum,heuedlandum
particularias,particulariis
hanwurdineswei,hauwurdineswei
quietabunt,aquietabunt
implicitari,implacitari
supletiones,supletionem
supraposite,supraposita
supraposito,supraposita
reposuerat,preposuerat
medforlong,medeforlong
ingoldestorpe,ingoldestorp
inuestiatis,inuestistis
altercarentur,altercaretur
estlemington,estleminton
litehaselis,litehaseles
superfluitatem,superfluitate
aucupationem,aucupatione
desolutione,desolatione
fildeingate,fildingate
consuelendam,consulendam
longeheuedlond,longehauedlond
inpignoratione,impignoratione
heingtesheie,hingtesheie
brantesdone,brantestone
spadegrafe,spadegrafes
redificari,reedificari
redificatione,edificatione
castelcairok,castelkairok
castelcarok,castelkairok
hengsteshei,hingsteshei
ludewinslade,luewinslade
midelfurlonge,midelfurlong
suntingfeld,huntingfeld
superdictarum,superdictorum
seruitionem,seruitione
aggrauantes,agrauantes
ednesouere,edneshouere
exorauerunt,exorauerint
sostancgat,sostancgate
destituantur,restituantur
abiectionis,adiectionis
perquirendarum,perquirendorum
questuarius,questuarium
inspiciendum,inspiciendam
transcribendam,transcribendum
infregerant,infregerint
warantizabat,warantizabit
pernotantur,pernoctantur
tenentiariis,tenentiarios
amolitionem,amonitionem
coronatoris,coronatori
macecraria,macecrariam
prefigendos,prefigendis
prefigendo,prefigendis
senescalciam,senescalcia
scripberentur,scriberentur
impresionum,impresionem
suiglinton,suiglintona
norwicenci,norwicencis
susteneantur,sustentantur
comunitione,comonitione
midesladesholde,midesladeshelde
plaingstowe,pleingstowe
inposuerint,inposuerunt
exemplariter,exemplarier
huntingdoniensis,hutingdoniensis
inrotuletur,irotuletur
blakeburnisid,blakeburnesid
blakeburneside,blakeburnesid
shotingdone,shotingdon
hertwaiton,hertewaiton
comperentem,competentem
ualereforlang,ualeresforlang
streteforlang,stretforlang
sutereforlang,sutereforlango
fertingweie,fertingwee
presciptas,prescriptas
sceluingstole,sceluingstol
comansurorum,comansurorium
perquesierint,perquisierint
sumonitorum,submonitorum
exprimerent,exprimeret
condempatione,condemnatione
burencestr,burencestre
burencester,burecester
aduocauerant,aduocauerunt
conferebat,conferebant
undationem,fundationem
acquietaset,acquietaret
sequistratione,sequestratione
cristemaleforde,cristemalforde
curialitati,curialitate
strenuisimo,strenuissimo
strenuisime,strenuissimo
admiteretur,amiteretur
horninglowe,horniglowe
saxingehurst,saxingesurst
inplacitabunt,inplacitabant
subuicecomitis,subuicecomiti
deseisiauerunt,diseisiauerunt
deseisauerunt,diseisiauerunt
retrohabenda,retrohabend
eleuatione,releuatione
iniunctionem,iniunctiones
baptismali,baptismalis
perplexitatem,perplexitates
perplexitatis,perplexitates
interstitiis,interstitis
solempnizaret,solempnizare
contradendum,contrahendum
oferebatur,oferebantur
cooperietur,cooperiatur
dedicatorum,dedicatarum
consecrantis,consecratis
consecrantes,consecratis
indulgence,indulgencie
benediceret,benedicere
excercendis,excercendas
exercendis,excercendas
excercendi,excercendas
atenuationem,tenuationem
transmitendi,transmitendo
transmitenda,transmitendo
probationum,probationem
consumendos,consumendas
reuoluantur,deuoluantur
inmunitatum,imunitatum
obicientibus,obiicientibus
winterscale,winterscales
predictaum,predictarum
conparationem,comparationem
diseisiauerat,diseisiuerat
cirograpandam,cirograpandum
salesbirensis,salesbiriensis
uenteritium,uentritium
substancialia,substantialia
customariis,customarias
adquietantione,adquietatione
supracontentorum,supracontentarum
hospitarentur,hospitaretur
apelatorio,capelatorio
henstexseie,hensteseie
contraierint,contraierunt
adiudicauerat,adiudicauerit
wermundeswot,wermundeswort
wermundeswurt,wermundeswort
dumblanensis,dunblanensis
dunblainensis,dunblanensis
horseleihop,horseleihope
licentiauimus,licenciauimus
experiremur,experiretur
kokerigton,kokerington
perquisiset,perquisisent
heinsteseie,hensteseie
heinteseie,hensteseie
distrinxerunt,distrixerunt
exstiterat,exstiterant
contradixeramus,contradixerimus
coustodiendam,custodiendam
potrokirke,potronkirke
respiciendos,respiciendo
sueneshurst,sweneshurst
discordabant,discordabat
consciente,conscientie
destituendi,restituendi
arcidiconali,arcidiaconali
aquietauerat,adquietauerat
depresionem,depresionum
multiplicitas,multiplicatas
precordialius,precordialis
beneuolencie,beneuolentie
swanescroft,swainescroft
altersationis,altercationis
alternationis,altercationis
hundolfgot,hundolfgote
arcideaconatu,arcidiaconatu
dominiationis,dominationis
plaustratos,plaustratas
cognosentes,cognoscentes
discisionem,discusionem
consumerentur,conumerentur
hincsteseie,hingsteseie
feofatione,feofationem
feodationem,feofationem
confirmatorie,confirmatorio
pinelesdone,piuelesdone
burncestrie,burencestrie
berncestrie,bernicestrie
burncestre,burencestrie
obseuatione,obseruatione
hemigburgh,hemingburgh
obligationum,obligationem
nortmerdon,nortmeredon
infringerit,infrigerit
maidenbradeleie,maidenbrodeleie
grantelone,grauntelone
clarkenewele,clerkenewele
brinkbourne,brinkburne
pronunciauerimus,pronuntiauerimus
atemptatarum,atemptatorum
atemptaturum,atemptatorum
seintmaris,seintmarias
corespondente,corespondentes
impugnandam,impugnandum
denuntiauerunt,renuntiauerunt
excomunicandis,excomunicandi
pacificatos,pacificatis
pacificato,pacificatis
excerceantur,excerceatur
firmitatique,firmitatisque
inconueniencia,inconueniencie
bersatione,bersationem
nocentibus,inocentibus
decorationem,decolationem
participiant,participant
multiplicandis,multiplicandi
portington,portingtona
contributionis,contributiones
preponentes,proponentes
subtrahimus,subtrahitur
conuentendas,conuertendas
cogitationis,cogitationes
continenda,continendam
conscentient,consentient
predicarum,predictarum
resuscitauit,resuscitabit
egrediente,egredientem
dispensauit,dispensaui
proficienda,proficiendo
impetractioni,impetrationi
circumeundo,circueundo
pauperitatis,paupertatis
bernulshaw,bernulfshaw
bernulfshawe,bernulfeshawe
subdiaconalis,subdiaconali
hebdomadarius,ebdomadarius
ostenduntur,ostendentur
kentelewrt,kenteleswrt
bluntesdune,bluntesdone
prebendalium,prebendarium
amerciandus,amerciandis
frequenciam,frequentiam
contrauersie,controuersie
contrauersii,controuersie
suainrodesagh,suainrodesiagh
adburburiam,adburburia
aprebendationem,prebendationem
reliqueret,relinqueret
wolamntone,wolampntone
wolamptone,wolampntone
mortificati,mortificaui
hengtisheie,hengisheie
prosternentur,prosternantur
solempnioribus,solemnioribus
esgarestone,esgareston
distringamur,distringatur
suscipiuntur,suscipiantur
contraueniens,contrauenient
exsequendi,exsequendis
apeltreforlong,apeltrefurlong
scotfoldburn,scotfoldburne
sequestratio,sequestratis
herefordns,herefordens
burencenstre,burencestre
stainecliue,staincliue
goldesbouh,goldesboruh
iuredictioni,iuridictioni
impresions,impresiones
impresionis,impresiones
prefectioni,refectioni
profectioni,refectioni
remiteretur,remiterentur
prebendalem,prebendales
pokelingtona,pokelington
adnicilentur,adniciletur
discentionis,disentionis
contrafaciet,contrafacient
contraueniet,contrauenient
acquirentes,adquirentes
recendendum,recondendum
recondendam,recondendum
indecimabilis,indecimabili
osbaldeston,osbaldestona
contentionces,contentiones
cirotecarii,cirotecario
aperitionibus,aparitionibus
amerciamendo,amerciamento
proficiantur,preficiantur
difinitiuis,difinitiuas
difinitiuus,difinitiuas
iusrisdictionis,iurisdictionis
idoneitate,idoneitatem
hodekenashe,hodekenase
sanfordiam,stanfordiam
mersforlonge,mersforlange
arehidiaconus,archidiaconus
inprowiandum,inproiandum
quoruncunque,quorumcunque
importabilis,importabiles
inportunitates,importunitates
consiliaros,consiliarios
potestante,protestante
perturbatorum,perturbatorem
brockestirneforlong,brockeshirneforlong
dictrictione,districtione
perseueranciam,perseuerantiam
burceleiemore,burceleimore
presenciaram,presenciarum
cotidianorum,cotidianarum
toruestone,toreuestone
conseruabuntur,conseruabantur
asiiamentis,asiamentis
houdenscire,houedenscire
prouectionem,protectionem
coligendorum,corigendorum
importabile,importabiles
coripiatur,coripiantur
lowineston,loiwineston
imprecantur,imprecatur
cooperturio,cooperturis
bridilingtone,bridelingtone
conuenticula,conuenticulas
bisopesgate,bishopesgate
peruenientia,perueniencia
simenelstrete,simenelestrete
uuarantizabimus,guarantizabimus
prominentibus,promitentibus
pokelecurc,pokelescurc
quietumclamancia,quietumclamancias
aduocationum,aduocationem
elememosinam,eleemosinam
fraunkeleine,fraunkelein
kirkbitore,kirkebitore
warantizabrit,warantizabit
nihilomninus,nihilominus
reprehendit,reprehendi
deprehendat,reprehendat
comutantibus,comitantibus
plantatarum,plantatorum
cudelincton,cudelinton
freishering,freshering
rikelotesfeld,rikelotisfeld
inpedimentem,inpedientem
wigherintone,wihgherintone
wiltiscirie,wiltescirie
mensurandis,mensurantis
mensurandas,mensuranda
skuterskelf,scuterskelf
cawliesweie,cawlesweie
eradicatur,eradicantur
aniselisiam,aniselisia
distringibile,distringibiles
budelesmule,budelesmulne
dunestapel,dunestapele
continents,continentes
tempersnaipe,tempersnaip
croswelgate,crosewelgate
rectantibus,sectantibus
superuidenda,superuidendas
destringent,distringent
cirogafata,cirografata
interuentium,interuentum
superuacuis,superuacuas
euangelici,euangelicis
cirotecarius,cirotecarium
walkerestrete,walkerstrete
nortdikedaile,nortdikedail
autumpnales,autumnales
trangresiones,transgresiones
depascentia,depascencia
conglutinari,conglutinati
dominicale,dominicales
gikeliswike,gikeleswike
expendebatur,expendebantur
extendendum,expendendum
superstante,superastante
keuelingworte,kiuelingworte
kiuelingwort,kiuelingworte
kiuelingwrte,kiuelingworte
interlinearatum,interliniaratum
consumatoribus,consumptoribus
incontinentes,incontinentem
continuentur,continentur
presentatorias,presentatoria
beneplacitis,beneplaciti
recomendata,recomendatam
excelentisimam,excelentisima
perfitiantur,perficiantur
pleimundestowe,pleimindestowe
excercente,excercentes
protestationis,protestationes
ministrasti,ministranti
carcauerunt,cariauerunt
percenariis,mercenariis
necgligencie,negligencie
augmondesham,augmundesham
precipiebant,recipiebant
marascalus,marascalcus
waltringden,waltringdene
inundationis,inundationes
superuidere,superuiuere
restitueruntur,restituerentur
premuniendo,premuniendi
hegtredebir,heghtredebir
parliamenti,parliamento
parlamenti,parliamento
wirlingewurt,wrlingewurt
incontinencie,incontinentie
incontinencia,incontinentie
comonacorum,conmonacorum
asequerentur,sequerentur
impotenciam,impotencia
alehalegate,atehalegate
defortiantes,deforciantes
boselingtorp,buselingtorp
bacstergate,bakstergate
karliolens,karliolensi
conpurgatores,compurgatores
compurgatore,compurgatores
disponsitione,dispositione
importunitas,inportunitas
expedientibus,expendientibus
sufrageneos,sufraganeos
inspextionem,inspectionem
ouerstatcroft,ouerstatecroft
winstanlei,winstanleie
dampnabilis,dampnabili
arcdiaconali,arcidiaconali
descretione,discretione
doruerguila,deruerguila
holdehalestude,holdhalestude
werplisdone,werpelisdone
agistationem,agistatione
insecutionem,insecutione
misereamini,miseremini
tiuetesale,tiueteshale
recognosent,recognoscent
presteswarde,prestescarde
pertinentiorum,pertinentiarum
preseruetur,reseruetur
deruergula,deruerguila
hamingherst,haminghurst
celfhanger,scelfhanger
resingnatione,resignatione
distractione,districtione
contempnabiliter,contemptabiliter
multiplicante,multiplicantes
maidenebradeleg,maidenebradelegh
respectando,respectanda
ewangliste,ewangeliste
tounforlong,dounforlong
cexcutores,cexecutores
